timestamp,object_id,type,frames_present,frame_number
2025-06-22T12:13:45.087006,694a844e,bottle,30,29
2025-06-22T12:13:56.324667,95c556be,backpack,30,33
2025-06-22T12:23:10.560553,43b82b1d,bottle,30,29
2025-06-22T12:26:29.989434,57551a7f,backpack,30,29
2025-06-22T12:26:29.990438,bb8fc9b2,wallet,30,29
2025-06-22T12:26:29.990915,61d13a1f,bottle,30,29
2025-06-22T12:40:16.859090,d3e88593,backpack,30,29
2025-06-22T12:40:16.859914,2e212a35,wallet,30,29
2025-06-22T12:40:16.860359,e6549e35,bottle,30,29
